
1 	 49397556 	 
2 	 1593412 	 
3 	 157773 	 
4 	 129339 	 
5 	 111399 	 
6 	 118451 	 
7 	 116010 	 
8 	 103488 	 
9 	 90398 	 
10 	 75229 	 
11 	 62489 	 
12 	 54885 	 
13 	 47116 	 
14 	 40015 	 
15 	 33675 	 
16 	 29051 	 
17 	 24445 	 
18 	 20966 	 
19 	 18007 	 
20 	 15636 	 
21 	 13663 	 
22 	 11847 	 
23 	 10293 	 
24 	 9034 	 
25 	 8098 	 
26 	 7133 	 
27 	 6348 	 
28 	 5677 	 
29 	 5010 	 
30 	 4639 	 
31 	 4225 	 
32 	 3736 	 
33 	 3456 	 
34 	 3166 	 
35 	 2913 	 
36 	 2629 	 
37 	 2462 	 
38 	 2231 	 
39 	 2056 	 
40 	 1906 	 
41 	 1726 	 
42 	 1537 	 
43 	 1563 	 
44 	 1378 	 
45 	 1288 	 
46 	 1193 	 
47 	 1092 	 
48 	 1075 	 
49 	 955 	 
50 	 922 	 
51 	 836 	 
52 	 794 	 
53 	 774 	 
54 	 692 	 
55 	 686 	 
56 	 648 	 
57 	 608 	 
58 	 536 	 
59 	 502 	 
60 	 458 	 
61 	 466 	 
62 	 441 	 
63 	 416 	 
64 	 392 	 
65 	 376 	 
66 	 368 	 
67 	 358 	 
68 	 299 	 
69 	 328 	 
70 	 271 	 
71 	 272 	 
72 	 249 	 
73 	 246 	 
74 	 266 	 
75 	 250 	 
76 	 246 	 
77 	 194 	 
78 	 202 	 
79 	 178 	 
80 	 182 	 
81 	 178 	 
82 	 178 	 
83 	 170 	 
84 	 173 	 
85 	 170 	 
86 	 139 	 
87 	 120 	 
88 	 130 	 
89 	 128 	 
90 	 115 	 
91 	 119 	 
92 	 117 	 
93 	 126 	 
94 	 121 	 
95 	 117 	 
96 	 126 	 
97 	 89 	 
98 	 84 	 
99 	 99 	 
100 	 102 	 
101 	 83 	 
102 	 76 	 
103 	 65 	 
104 	 80 	 
105 	 81 	 
106 	 72 	 
107 	 72 	 
108 	 62 	 
109 	 70 	 
110 	 72 	 
111 	 72 	 
112 	 45 	 
113 	 57 	 
114 	 53 	 
115 	 65 	 
116 	 47 	 
117 	 59 	 
118 	 61 	 
119 	 41 	 
120 	 53 	 
121 	 57 	 
122 	 40 	 
123 	 35 	 
124 	 32 	 
125 	 38 	 
126 	 44 	 
127 	 47 	 
128 	 36 	 
129 	 31 	 
130 	 28 	 
131 	 33 	 
132 	 26 	 
133 	 31 	 
134 	 40 	 
135 	 42 	 
136 	 37 	 
137 	 35 	 
138 	 31 	 
139 	 18 	 
140 	 31 	 
141 	 17 	 
142 	 22 	 
143 	 38 	 
144 	 26 	 
145 	 28 	 
146 	 27 	 
147 	 21 	 
148 	 18 	 
149 	 23 	 
150 	 27 	 
151 	 18 	 
152 	 30 	 
153 	 16 	 
154 	 30 	 
155 	 25 	 
156 	 26 	 
157 	 23 	 
158 	 24 	 
159 	 18 	 
160 	 15 	 
161 	 24 	 
162 	 16 	 
163 	 25 	 
164 	 15 	 
165 	 12 	 
166 	 15 	 
167 	 20 	 
168 	 25 	 
169 	 17 	 
170 	 17 	 
171 	 8 	 
172 	 18 	 
173 	 13 	 
174 	 13 	 
175 	 10 	 
176 	 22 	 
177 	 20 	 
178 	 14 	 
179 	 12 	 
180 	 12 	 
181 	 9 	 
182 	 16 	 
183 	 10 	 
184 	 13 	 
185 	 14 	 
186 	 10 	 
187 	 15 	 
188 	 11 	 
189 	 17 	 
190 	 11 	 
191 	 15 	 
192 	 16 	 
193 	 6 	 
194 	 15 	 
195 	 10 	 
196 	 15 	 
197 	 11 	 
198 	 10 	 
199 	 7 	 
200 	 6 	 
201 	 10 	 
202 	 12 	 
203 	 4 	 
204 	 10 	 
205 	 4 	 
206 	 9 	 
207 	 17 	 
208 	 8 	 
209 	 12 	 
210 	 12 	 
211 	 5 	 
212 	 8 	 
213 	 8 	 
214 	 10 	 
215 	 6 	 
216 	 8 	 
217 	 5 	 
218 	 5 	 
219 	 5 	 
220 	 12 	 
221 	 6 	 
222 	 9 	 
223 	 12 	 
224 	 3 	 
225 	 8 	 
226 	 5 	 
227 	 4 	 
228 	 7 	 
229 	 6 	 
230 	 4 	 
231 	 5 	 
232 	 8 	 
233 	 2 	 
234 	 9 	 
235 	 9 	 
236 	 8 	 
237 	 7 	 
238 	 7 	 
239 	 7 	 
240 	 6 	 
241 	 6 	 
242 	 10 	 
243 	 7 	 
244 	 3 	 
245 	 4 	 
246 	 5 	 
247 	 10 	 
248 	 3 	 
249 	 6 	 
250 	 5 	 
251 	 5 	 
252 	 7 	 
253 	 1 	 
254 	 8 	 
255 	 4 	 
256 	 4 	 
257 	 1 	 
258 	 4 	 
259 	 1 	 
260 	 6 	 
261 	 7 	 
262 	 4 	 
263 	 2 	 
264 	 4 	 
265 	 3 	 
266 	 4 	 
267 	 5 	 
268 	 3 	 
269 	 2 	 
270 	 5 	 
271 	 2 	 
272 	 5 	 
273 	 5 	 
274 	 6 	 
275 	 4 	 
276 	 5 	 
277 	 4 	 
278 	 3 	 
279 	 2 	 
280 	 3 	 
281 	 5 	 
282 	 4 	 
283 	 4 	 
284 	 4 	 
285 	 2 	 
